country,year,di_state,no_RandR
Ireland,1995,Special./Indp.,Data Available
Ireland,1996,Special./Indp.,Data Available
Ireland,1997,Special./Indp.,Data Available
Ireland,1998,Special./Indp.,Data Available
Ireland,1999,Special./Indp.,Data Available
Ireland,2000,Special./Indp.,Data Available
Ireland,2001,Special./Indp.,Data Available
Ireland,2002,Special./Indp.,Data Available
Ireland,2003,Special./Indp.,Data Available
Ireland,2004,Special./Indp.,Data Available
Ireland,2005,Special./Indp.,Data Available
Ireland,2006,Special./Indp.,Data Available
Ireland,2007,Special./Indp.,Data Available
Israel,1970,No Explicit DI,No Crisis Data
Israel,1971,No Explicit DI,No Crisis Data
Israel,1972,No Explicit DI,No Crisis Data
Israel,1973,No Explicit DI,No Crisis Data
Israel,1974,No Explicit DI,No Crisis Data
Israel,1975,No Explicit DI,No Crisis Data
Israel,1976,No Explicit DI,No Crisis Data
Israel,1977,No Explicit DI,No Crisis Data
Israel,1978,No Explicit DI,No Crisis Data
Israel,1979,No Explicit DI,No Crisis Data
Israel,1980,No Explicit DI,No Crisis Data
Israel,1981,No Explicit DI,No Crisis Data
Israel,1982,No Explicit DI,No Crisis Data
Israel,1983,No Explicit DI,No Crisis Data
Israel,1984,No Explicit DI,No Crisis Data
Israel,1985,No Explicit DI,No Crisis Data
Israel,1986,No Explicit DI,No Crisis Data
Israel,1987,No Explicit DI,No Crisis Data
Israel,1988,No Explicit DI,No Crisis Data
Israel,1989,No Explicit DI,No Crisis Data
Israel,1990,No Explicit DI,No Crisis Data
Israel,1991,No Explicit DI,No Crisis Data
Israel,1992,No Explicit DI,No Crisis Data
Israel,1993,No Explicit DI,No Crisis Data
Israel,1994,No Explicit DI,No Crisis Data
Israel,1995,No Explicit DI,No Crisis Data
Israel,1996,No Explicit DI,No Crisis Data
Israel,1997,No Explicit DI,No Crisis Data
Israel,1998,No Explicit DI,No Crisis Data
Israel,1999,No Explicit DI,No Crisis Data
Israel,2000,No Explicit DI,No Crisis Data
Israel,2001,No Explicit DI,No Crisis Data
Israel,2002,No Explicit DI,No Crisis Data
Israel,2003,No Explicit DI,No Crisis Data
Israel,2004,No Explicit DI,No Crisis Data
Israel,2005,No Explicit DI,No Crisis Data
Israel,2006,No Explicit DI,No Crisis Data
Israel,2007,No Explicit DI,No Crisis Data
Italy,1970,No Explicit DI,Data Available
Italy,1971,No Explicit DI,Data Available
Italy,1972,No Explicit DI,Data Available
Italy,1973,No Explicit DI,Data Available
Italy,1974,No Explicit DI,Data Available
Italy,1975,No Explicit DI,Data Available
Italy,1976,No Explicit DI,Data Available
Italy,1977,No Explicit DI,Data Available
Italy,1978,No Explicit DI,Data Available
Italy,1979,No Explicit DI,Data Available
Italy,1980,No Explicit DI,Data Available
Italy,1981,No Explicit DI,Data Available
Italy,1982,No Explicit DI,Data Available
Italy,1983,No Explicit DI,Data Available
Italy,1984,No Explicit DI,Data Available
Italy,1985,No Explicit DI,Data Available
Italy,1986,No Explicit DI,Data Available
Italy,1987,Special./Indp.,Data Available
Italy,1988,Special./Indp.,Data Available
Italy,1989,Special./Indp.,Data Available
Italy,1990,Special./Indp.,Data Available
Italy,1991,Special./Indp.,Data Available
Italy,1992,Special./Indp.,Data Available
Italy,1993,Special./Indp.,Data Available
Italy,1994,Special./Indp.,Data Available
Italy,1995,Special./Indp.,Data Available
Italy,1996,Special./Indp.,Data Available
Italy,1997,Special./Indp.,Data Available
Italy,1998,Special./Indp.,Data Available
Italy,1999,Special./Indp.,Data Available
Italy,2000,Special./Indp.,Data Available
Italy,2001,Special./Indp.,Data Available
Italy,2002,Special./Indp.,Data Available
Italy,2003,Special./Indp.,Data Available
Italy,2004,Special./Indp.,Data Available
Italy,2005,Special./Indp.,Data Available
Italy,2006,Special./Indp.,Data Available
Italy,2007,Special./Indp.,Data Available
Jamaica,1970,No Explicit DI,No Crisis Data
Jamaica,1971,No Explicit DI,No Crisis Data
Jamaica,1972,No Explicit DI,No Crisis Data
Jamaica,1973,No Explicit DI,No Crisis Data
Jamaica,1974,No Explicit DI,No Crisis Data
Jamaica,1975,No Explicit DI,No Crisis Data
Jamaica,1976,No Explicit DI,No Crisis Data
Jamaica,1977,No Explicit DI,No Crisis Data
Jamaica,1978,No Explicit DI,No Crisis Data
Jamaica,1979,No Explicit DI,No Crisis Data
Jamaica,1980,No Explicit DI,No Crisis Data
Jamaica,1981,No Explicit DI,No Crisis Data
Jamaica,1982,No Explicit DI,No Crisis Data
Jamaica,1983,No Explicit DI,No Crisis Data
Jamaica,1984,No Explicit DI,No Crisis Data
Jamaica,1985,No Explicit DI,No Crisis Data
Jamaica,1986,No Explicit DI,No Crisis Data
Jamaica,1987,No Explicit DI,No Crisis Data
Jamaica,1988,No Explicit DI,No Crisis Data
Jamaica,1989,No Explicit DI,No Crisis Data
Jamaica,1990,No Explicit DI,No Crisis Data
Jamaica,1991,No Explicit DI,No Crisis Data
Jamaica,1992,No Explicit DI,No Crisis Data
Jamaica,1993,No Explicit DI,No Crisis Data
Jamaica,1994,No Explicit DI,No Crisis Data
Jamaica,1995,No Explicit DI,No Crisis Data
Jamaica,1996,No Explicit DI,No Crisis Data
Jamaica,1997,No Explicit DI,No Crisis Data
Jamaica,1998,Special./Indp.,No Crisis Data
Jamaica,1999,Special./Indp.,No Crisis Data
Jamaica,2000,Special./Indp.,No Crisis Data
Jamaica,2001,Special./Indp.,No Crisis Data
Jamaica,2002,Special./Indp.,No Crisis Data
Jamaica,2003,Special./Indp.,No Crisis Data
Jamaica,2004,Special./Indp.,No Crisis Data
Jamaica,2005,Special./Indp.,No Crisis Data
Jamaica,2006,Special./Indp.,No Crisis Data
Jamaica,2007,Special./Indp.,No Crisis Data
Japan,1970,No Explicit DI,Data Available
Japan,1971,Special./Indp.,Data Available
Japan,1972,Special./Indp.,Data Available
Japan,1973,Special./Indp.,Data Available
Japan,1974,Special./Indp.,Data Available
Japan,1975,Special./Indp.,Data Available
Japan,1976,Special./Indp.,Data Available
Japan,1977,Special./Indp.,Data Available
Japan,1978,Special./Indp.,Data Available
Japan,1979,Special./Indp.,Data Available
Japan,1980,Special./Indp.,Data Available
Japan,1981,Special./Indp.,Data Available
Japan,1982,Special./Indp.,Data Available
Japan,1983,Special./Indp.,Data Available
Japan,1984,Special./Indp.,Data Available
Japan,1985,Special./Indp.,Data Available
Japan,1986,Special./Indp.,Data Available
Japan,1987,Special./Indp.,Data Available
Japan,1988,Special./Indp.,Data Available
Japan,1989,Special./Indp.,Data Available
Japan,1990,Special./Indp.,Data Available
Japan,1991,Special./Indp.,Data Available
Japan,1992,Special./Indp.,Data Available
Japan,1993,Special./Indp.,Data Available
Japan,1994,Special./Indp.,Data Available
Japan,1995,Special./Indp.,Data Available
Japan,1996,Special./Indp.,Data Available
Japan,1997,Special./Indp.,Data Available
Japan,1998,Special./Indp.,Data Available
Japan,1999,Special./Indp.,Data Available
Japan,2000,Special./Indp.,Data Available
Japan,2001,Special./Indp.,Data Available
Japan,2002,Special./Indp.,Data Available
Japan,2003,Special./Indp.,Data Available
Japan,2004,Special./Indp.,Data Available
Japan,2005,Special./Indp.,Data Available
Japan,2006,Special./Indp.,Data Available
Japan,2007,Special./Indp.,Data Available
Jordan,1970,No Explicit DI,No Crisis Data
Jordan,1971,No Explicit DI,No Crisis Data
Jordan,1972,No Explicit DI,No Crisis Data
Jordan,1973,No Explicit DI,No Crisis Data
Jordan,1974,No Explicit DI,No Crisis Data
Jordan,1975,No Explicit DI,No Crisis Data
Jordan,1976,No Explicit DI,No Crisis Data
Jordan,1977,No Explicit DI,No Crisis Data
Jordan,1978,No Explicit DI,No Crisis Data
Jordan,1979,No Explicit DI,No Crisis Data
Jordan,1980,No Explicit DI,No Crisis Data
Jordan,1981,No Explicit DI,No Crisis Data
Jordan,1982,No Explicit DI,No Crisis Data
Jordan,1983,No Explicit DI,No Crisis Data
Jordan,1984,No Explicit DI,No Crisis Data
Jordan,1985,No Explicit DI,No Crisis Data
Jordan,1986,No Explicit DI,No Crisis Data
Jordan,1987,No Explicit DI,No Crisis Data
Jordan,1988,No Explicit DI,No Crisis Data
Jordan,1989,No Explicit DI,No Crisis Data
Jordan,1990,No Explicit DI,No Crisis Data
Jordan,1991,No Explicit DI,No Crisis Data
Jordan,1992,No Explicit DI,No Crisis Data
Jordan,1993,No Explicit DI,No Crisis Data
Jordan,1994,No Explicit DI,No Crisis Data
Jordan,1995,No Explicit DI,No Crisis Data
Jordan,1996,No Explicit DI,No Crisis Data
Jordan,1997,No Explicit DI,No Crisis Data
Jordan,1998,No Explicit DI,No Crisis Data
Jordan,1999,No Explicit DI,No Crisis Data
Jordan,2000,Special./Indp.,No Crisis Data
Jordan,2001,Special./Indp.,No Crisis Data
Jordan,2002,Special./Indp.,No Crisis Data
Jordan,2003,Special./Indp.,No Crisis Data
Jordan,2004,Special./Indp.,No Crisis Data
Jordan,2005,Special./Indp.,No Crisis Data
Jordan,2006,Special./Indp.,No Crisis Data
Jordan,2007,Special./Indp.,No Crisis Data
Kazakhstan,1991,No Explicit DI,No Crisis Data
Kazakhstan,1992,No Explicit DI,No Crisis Data
Kazakhstan,1993,No Explicit DI,No Crisis Data
Kazakhstan,1994,No Explicit DI,No Crisis Data
Kazakhstan,1995,No Explicit DI,No Crisis Data
Kazakhstan,1996,No Explicit DI,No Crisis Data
Kazakhstan,1997,No Explicit DI,No Crisis Data
Kazakhstan,1998,No Explicit DI,No Crisis Data
Kazakhstan,1999,Central Bank,No Crisis Data
Kazakhstan,2000,Central Bank,No Crisis Data
Kazakhstan,2001,Central Bank,No Crisis Data
Kazakhstan,2002,Central Bank,No Crisis Data
Kazakhstan,2003,Central Bank,No Crisis Data
Kazakhstan,2004,Central Bank,No Crisis Data
Kazakhstan,2005,Central Bank,No Crisis Data
Kazakhstan,2006,Central Bank,No Crisis Data
Kazakhstan,2007,Central Bank,No Crisis Data
Kenya,1970,No Explicit DI,Data Available
Kenya,1971,No Explicit DI,Data Available
Kenya,1972,No Explicit DI,Data Available
Kenya,1973,No Explicit DI,Data Available
Kenya,1974,No Explicit DI,Data Available
Kenya,1975,No Explicit DI,Data Available
Kenya,1976,No Explicit DI,Data Available
Kenya,1977,No Explicit DI,Data Available
Kenya,1978,No Explicit DI,Data Available
Kenya,1979,No Explicit DI,Data Available
Kenya,1980,No Explicit DI,Data Available
Kenya,1981,No Explicit DI,Data Available
Kenya,1982,No Explicit DI,Data Available
Kenya,1983,No Explicit DI,Data Available
Kenya,1984,No Explicit DI,Data Available
Kenya,1985,No Explicit DI,Data Available
Kenya,1986,No Explicit DI,Data Available
Kenya,1987,No Explicit DI,Data Available
Kenya,1988,Central Bank,Data Available
Kenya,1989,Central Bank,Data Available
Kenya,1990,Central Bank,Data Available
Kenya,1991,Central Bank,Data Available
Kenya,1992,Central Bank,Data Available
Kenya,1993,Central Bank,Data Available
Kenya,1994,Central Bank,Data Available
Kenya,1995,Central Bank,Data Available
Kenya,1996,Central Bank,Data Available
Kenya,1997,Central Bank,Data Available
Kenya,1998,Central Bank,Data Available
Kenya,1999,Central Bank,Data Available
Kenya,2000,Central Bank,Data Available
Kenya,2001,Central Bank,Data Available
Kenya,2002,Central Bank,Data Available
Kenya,2003,Central Bank,Data Available
Kenya,2004,Central Bank,Data Available
Kenya,2005,Central Bank,Data Available
Kenya,2006,Central Bank,Data Available
Kenya,2007,Central Bank,Data Available
Kiribati,1979,No Explicit DI,No Crisis Data
Kiribati,1980,No Explicit DI,No Crisis Data
Kiribati,1981,No Explicit DI,No Crisis Data
Kiribati,1982,No Explicit DI,No Crisis Data
Kiribati,1983,No Explicit DI,No Crisis Data
Kiribati,1984,No Explicit DI,No Crisis Data
Kiribati,1985,No Explicit DI,No Crisis Data
Kiribati,1986,No Explicit DI,No Crisis Data
Kiribati,1987,No Explicit DI,No Crisis Data
Kiribati,1988,No Explicit DI,No Crisis Data
Kiribati,1989,No Explicit DI,No Crisis Data
Kiribati,1990,No Explicit DI,No Crisis Data
Kiribati,1991,No Explicit DI,No Crisis Data
Kiribati,1992,No Explicit DI,No Crisis Data
Kiribati,1993,No Explicit DI,No Crisis Data
Kiribati,1994,No Explicit DI,No Crisis Data
Kiribati,1995,No Explicit DI,No Crisis Data
Kiribati,1996,No Explicit DI,No Crisis Data
Kiribati,1997,No Explicit DI,No Crisis Data
Kiribati,1998,No Explicit DI,No Crisis Data
Kiribati,1999,No Explicit DI,No Crisis Data
Kiribati,2000,No Explicit DI,No Crisis Data
Kiribati,2001,No Explicit DI,No Crisis Data
Kiribati,2002,No Explicit DI,No Crisis Data
Kiribati,2003,No Explicit DI,No Crisis Data
Kiribati,2004,No Explicit DI,No Crisis Data
Kiribati,2005,No Explicit DI,No Crisis Data
Kiribati,2006,No Explicit DI,No Crisis Data
Kiribati,2007,No Explicit DI,No Crisis Data
Korea,1970,No Explicit DI,Data Available
Korea,1971,No Explicit DI,Data Available
Korea,1972,No Explicit DI,Data Available
Korea,1973,No Explicit DI,Data Available
Korea,1974,No Explicit DI,Data Available
Korea,1975,No Explicit DI,Data Available
Korea,1976,No Explicit DI,Data Available
Korea,1977,No Explicit DI,Data Available
Korea,1978,No Explicit DI,Data Available
Korea,1979,No Explicit DI,Data Available
Korea,1980,No Explicit DI,Data Available
Korea,1981,No Explicit DI,Data Available
Korea,1982,No Explicit DI,Data Available
Korea,1983,No Explicit DI,Data Available
Korea,1984,No Explicit DI,Data Available
Korea,1985,No Explicit DI,Data Available
Korea,1986,No Explicit DI,Data Available
Korea,1987,No Explicit DI,Data Available
Korea,1988,No Explicit DI,Data Available
Korea,1989,No Explicit DI,Data Available
Korea,1990,No Explicit DI,Data Available
Korea,1991,No Explicit DI,Data Available
Korea,1992,No Explicit DI,Data Available
Korea,1993,No Explicit DI,Data Available
Korea,1994,No Explicit DI,Data Available
Korea,1995,No Explicit DI,Data Available
Korea,1996,Special./Indp.,Data Available
Korea,1997,Special./Indp.,Data Available
Korea,1998,Special./Indp.,Data Available
Korea,1999,Special./Indp.,Data Available
Korea,2000,Special./Indp.,Data Available
Korea,2001,Special./Indp.,Data Available
Korea,2002,Special./Indp.,Data Available
Korea,2003,Special./Indp.,Data Available
Korea,2004,Special./Indp.,Data Available
Korea,2005,Special./Indp.,Data Available
Korea,2006,Special./Indp.,Data Available
Korea,2007,Special./Indp.,Data Available
Kuwait,1970,No Explicit DI,No Crisis Data
Kuwait,1971,No Explicit DI,No Crisis Data
Kuwait,1972,No Explicit DI,No Crisis Data
Kuwait,1973,No Explicit DI,No Crisis Data
Kuwait,1974,No Explicit DI,No Crisis Data
Kuwait,1975,No Explicit DI,No Crisis Data
Kuwait,1976,No Explicit DI,No Crisis Data
Kuwait,1977,No Explicit DI,No Crisis Data
Kuwait,1978,No Explicit DI,No Crisis Data
Kuwait,1979,No Explicit DI,No Crisis Data
Kuwait,1980,No Explicit DI,No Crisis Data
Kuwait,1981,No Explicit DI,No Crisis Data
Kuwait,1982,No Explicit DI,No Crisis Data
Kuwait,1983,No Explicit DI,No Crisis Data
Kuwait,1984,No Explicit DI,No Crisis Data
Kuwait,1985,No Explicit DI,No Crisis Data
Kuwait,1986,No Explicit DI,No Crisis Data
Kuwait,1987,No Explicit DI,No Crisis Data
Kuwait,1988,No Explicit DI,No Crisis Data
Kuwait,1989,No Explicit DI,No Crisis Data
Kuwait,1990,No Explicit DI,No Crisis Data
Kuwait,1991,No Explicit DI,No Crisis Data
Kuwait,1992,No Explicit DI,No Crisis Data
Kuwait,1993,No Explicit DI,No Crisis Data
Kuwait,1994,No Explicit DI,No Crisis Data
Kuwait,1995,No Explicit DI,No Crisis Data
Kuwait,1996,No Explicit DI,No Crisis Data
Kuwait,1997,No Explicit DI,No Crisis Data
Kuwait,1998,No Explicit DI,No Crisis Data
Kuwait,1999,No Explicit DI,No Crisis Data
Kuwait,2000,No Explicit DI,No Crisis Data
Kuwait,2001,No Explicit DI,No Crisis Data
Kuwait,2002,No Explicit DI,No Crisis Data
Kuwait,2003,No Explicit DI,No Crisis Data
Kuwait,2004,No Explicit DI,No Crisis Data
Kuwait,2005,No Explicit DI,No Crisis Data
Kuwait,2006,No Explicit DI,No Crisis Data
Kuwait,2007,No Explicit DI,No Crisis Data
Kyrgyz Republic,1991,No Explicit DI,No Crisis Data
Kyrgyz Republic,1992,No Explicit DI,No Crisis Data
Kyrgyz Republic,1993,No Explicit DI,No Crisis Data
Kyrgyz Republic,1994,No Explicit DI,No Crisis Data
Kyrgyz Republic,1995,No Explicit DI,No Crisis Data
Kyrgyz Republic,1996,No Explicit DI,No Crisis Data
Kyrgyz Republic,1997,No Explicit DI,No Crisis Data
Kyrgyz Republic,1998,No Explicit DI,No Crisis Data
Kyrgyz Republic,1999,No Explicit DI,No Crisis Data
Kyrgyz Republic,2000,No Explicit DI,No Crisis Data
Kyrgyz Republic,2001,No Explicit DI,No Crisis Data
Kyrgyz Republic,2002,No Explicit DI,No Crisis Data
Kyrgyz Republic,2003,No Explicit DI,No Crisis Data
Kyrgyz Republic,2004,No Explicit DI,No Crisis Data
Kyrgyz Republic,2005,No Explicit DI,No Crisis Data
Kyrgyz Republic,2006,No Explicit DI,No Crisis Data
Kyrgyz Republic,2007,No Explicit DI,No Crisis Data
Laos,1970,No Explicit DI,No Crisis Data
Laos,1971,No Explicit DI,No Crisis Data
Laos,1972,No Explicit DI,No Crisis Data
Laos,1973,No Explicit DI,No Crisis Data
Laos,1974,No Explicit DI,No Crisis Data
Laos,1975,No Explicit DI,No Crisis Data
Laos,1976,No Explicit DI,No Crisis Data
Laos,1977,No Explicit DI,No Crisis Data
Laos,1978,No Explicit DI,No Crisis Data
Laos,1979,No Explicit DI,No Crisis Data
Laos,1980,No Explicit DI,No Crisis Data
Laos,1981,No Explicit DI,No Crisis Data
Laos,1982,No Explicit DI,No Crisis Data
Laos,1983,No Explicit DI,No Crisis Data
Laos,1984,No Explicit DI,No Crisis Data
Laos,1985,No Explicit DI,No Crisis Data
Laos,1986,No Explicit DI,No Crisis Data
Laos,1987,No Explicit DI,No Crisis Data
Laos,1988,No Explicit DI,No Crisis Data
Laos,1989,No Explicit DI,No Crisis Data
Laos,1990,No Explicit DI,No Crisis Data
Laos,1991,No Explicit DI,No Crisis Data
Laos,1992,No Explicit DI,No Crisis Data
Laos,1993,No Explicit DI,No Crisis Data
Laos,1994,No Explicit DI,No Crisis Data
Laos,1995,No Explicit DI,No Crisis Data
Laos,1996,No Explicit DI,No Crisis Data
Laos,1997,No Explicit DI,No Crisis Data
Laos,1998,No Explicit DI,No Crisis Data
Laos,1999,No Explicit DI,No Crisis Data
Laos,2000,No Explicit DI,No Crisis Data
Laos,2001,No Explicit DI,No Crisis Data
Laos,2002,No Explicit DI,No Crisis Data
Laos,2003,No Explicit DI,No Crisis Data
Laos,2004,No Explicit DI,No Crisis Data
Laos,2005,No Explicit DI,No Crisis Data
Laos,2006,No Explicit DI,No Crisis Data
Laos,2007,No Explicit DI,No Crisis Data
Latvia,1991,No Explicit DI,No Crisis Data
Latvia,1992,No Explicit DI,No Crisis Data
Latvia,1993,No Explicit DI,No Crisis Data
Latvia,1994,No Explicit DI,No Crisis Data
Latvia,1995,No Explicit DI,No Crisis Data
Latvia,1996,No Explicit DI,No Crisis Data
Latvia,1997,No Explicit DI,No Crisis Data
Latvia,1998,Special./Indp.,No Crisis Data
Latvia,1999,Special./Indp.,No Crisis Data
Latvia,2000,Special./Indp.,No Crisis Data
Latvia,2001,Special./Indp.,No Crisis Data
Latvia,2002,Special./Indp.,No Crisis Data
Latvia,2003,Special./Indp.,No Crisis Data
Latvia,2004,Special./Indp.,No Crisis Data
Latvia,2005,Special./Indp.,No Crisis Data
Latvia,2006,Special./Indp.,No Crisis Data
Latvia,2007,Special./Indp.,No Crisis Data
Lebanon,1970,Central Bank,No Crisis Data
Lebanon,1971,Central Bank,No Crisis Data
Lebanon,1972,Central Bank,No Crisis Data
Lebanon,1973,Central Bank,No Crisis Data
Lebanon,1974,Central Bank,No Crisis Data
Lebanon,1975,Central Bank,No Crisis Data
Lebanon,1976,Central Bank,No Crisis Data
Lebanon,1977,Central Bank,No Crisis Data
Lebanon,1978,Central Bank,No Crisis Data
Lebanon,1979,Central Bank,No Crisis Data
Lebanon,1980,Central Bank,No Crisis Data
Lebanon,1981,Central Bank,No Crisis Data
Lebanon,1982,Central Bank,No Crisis Data
Lebanon,1983,Central Bank,No Crisis Data
Lebanon,1984,Central Bank,No Crisis Data
Lebanon,1985,Central Bank,No Crisis Data
Lebanon,1986,Central Bank,No Crisis Data
Lebanon,1987,Central Bank,No Crisis Data
Lebanon,1988,Central Bank,No Crisis Data
Lebanon,1989,Central Bank,No Crisis Data
Lebanon,1990,Central Bank,No Crisis Data
Lebanon,1991,Central Bank,No Crisis Data
Lebanon,1992,Central Bank,No Crisis Data
Lebanon,1993,Central Bank,No Crisis Data
Lebanon,1994,Central Bank,No Crisis Data
Lebanon,1995,Central Bank,No Crisis Data
Lebanon,1996,Central Bank,No Crisis Data
Lebanon,1997,Central Bank,No Crisis Data
Lebanon,1998,Central Bank,No Crisis Data
Lebanon,1999,Central Bank,No Crisis Data
Lebanon,2000,Central Bank,No Crisis Data
Lebanon,2001,Central Bank,No Crisis Data
Lebanon,2002,Central Bank,No Crisis Data
Lebanon,2003,Central Bank,No Crisis Data
Lebanon,2004,Central Bank,No Crisis Data
Lebanon,2005,Central Bank,No Crisis Data
Lebanon,2006,Central Bank,No Crisis Data
Lebanon,2007,Central Bank,No Crisis Data
Lesotho,1970,No Explicit DI,No Crisis Data
Lesotho,1971,No Explicit DI,No Crisis Data
Lesotho,1972,No Explicit DI,No Crisis Data
Lesotho,1973,No Explicit DI,No Crisis Data
Lesotho,1974,No Explicit DI,No Crisis Data
Lesotho,1975,No Explicit DI,No Crisis Data
Lesotho,1976,No Explicit DI,No Crisis Data
Lesotho,1977,No Explicit DI,No Crisis Data
Lesotho,1978,No Explicit DI,No Crisis Data
Lesotho,1979,No Explicit DI,No Crisis Data
Lesotho,1980,No Explicit DI,No Crisis Data
Lesotho,1981,No Explicit DI,No Crisis Data
Lesotho,1982,No Explicit DI,No Crisis Data
Lesotho,1983,No Explicit DI,No Crisis Data
Lesotho,1984,No Explicit DI,No Crisis Data
Lesotho,1985,No Explicit DI,No Crisis Data
Lesotho,1986,No Explicit DI,No Crisis Data
Lesotho,1987,No Explicit DI,No Crisis Data
Lesotho,1988,No Explicit DI,No Crisis Data
Lesotho,1989,No Explicit DI,No Crisis Data
Lesotho,1990,No Explicit DI,No Crisis Data
Lesotho,1991,No Explicit DI,No Crisis Data
Lesotho,1992,No Explicit DI,No Crisis Data
Lesotho,1993,No Explicit DI,No Crisis Data
Lesotho,1994,No Explicit DI,No Crisis Data
Lesotho,1995,No Explicit DI,No Crisis Data
Lesotho,1996,No Explicit DI,No Crisis Data
Lesotho,1997,No Explicit DI,No Crisis Data
Lesotho,1998,No Explicit DI,No Crisis Data
Lesotho,1999,No Explicit DI,No Crisis Data
Lesotho,2000,No Explicit DI,No Crisis Data
Lesotho,2001,No Explicit DI,No Crisis Data
Lesotho,2002,No Explicit DI,No Crisis Data
Lesotho,2003,No Explicit DI,No Crisis Data
Lesotho,2004,No Explicit DI,No Crisis Data
Lesotho,2005,No Explicit DI,No Crisis Data
Lesotho,2006,No Explicit DI,No Crisis Data
Lesotho,2007,No Explicit DI,No Crisis Data
Liberia,1970,No Explicit DI,No Crisis Data
Liberia,1971,No Explicit DI,No Crisis Data
Liberia,1972,No Explicit DI,No Crisis Data
Liberia,1973,No Explicit DI,No Crisis Data
Liberia,1974,No Explicit DI,No Crisis Data
Liberia,1975,No Explicit DI,No Crisis Data
Liberia,1976,No Explicit DI,No Crisis Data
Liberia,1977,No Explicit DI,No Crisis Data
Liberia,1978,No Explicit DI,No Crisis Data
Liberia,1979,No Explicit DI,No Crisis Data
Liberia,1980,No Explicit DI,No Crisis Data
Liberia,1981,No Explicit DI,No Crisis Data
Liberia,1982,No Explicit DI,No Crisis Data
Liberia,1983,No Explicit DI,No Crisis Data
Liberia,1984,No Explicit DI,No Crisis Data
Liberia,1985,No Explicit DI,No Crisis Data
Liberia,1986,No Explicit DI,No Crisis Data
Liberia,1987,No Explicit DI,No Crisis Data
Liberia,1988,No Explicit DI,No Crisis Data
Liberia,1989,No Explicit DI,No Crisis Data
Liberia,1990,No Explicit DI,No Crisis Data
Liberia,1991,No Explicit DI,No Crisis Data
Liberia,1992,No Explicit DI,No Crisis Data
Liberia,1993,No Explicit DI,No Crisis Data
Liberia,1994,No Explicit DI,No Crisis Data
Liberia,1995,No Explicit DI,No Crisis Data
Liberia,1996,No Explicit DI,No Crisis Data
Liberia,1997,No Explicit DI,No Crisis Data
Liberia,1998,No Explicit DI,No Crisis Data
Liberia,1999,No Explicit DI,No Crisis Data
Liberia,2000,No Explicit DI,No Crisis Data
Liberia,2001,No Explicit DI,No Crisis Data
Liberia,2002,No Explicit DI,No Crisis Data
Liberia,2003,No Explicit DI,No Crisis Data
Liberia,2004,No Explicit DI,No Crisis Data
Liberia,2005,No Explicit DI,No Crisis Data
Liberia,2006,No Explicit DI,No Crisis Data
Liberia,2007,No Explicit DI,No Crisis Data
Libya,1970,No Explicit DI,No Crisis Data
Libya,1971,No Explicit DI,No Crisis Data
Libya,1972,No Explicit DI,No Crisis Data
Libya,1973,No Explicit DI,No Crisis Data
Libya,1974,No Explicit DI,No Crisis Data
Libya,1975,No Explicit DI,No Crisis Data
Libya,1976,No Explicit DI,No Crisis Data
Libya,1977,No Explicit DI,No Crisis Data
Libya,1978,No Explicit DI,No Crisis Data
Libya,1979,No Explicit DI,No Crisis Data
Libya,1980,No Explicit DI,No Crisis Data
Libya,1981,No Explicit DI,No Crisis Data
Libya,1982,No Explicit DI,No Crisis Data
Libya,1983,No Explicit DI,No Crisis Data
Libya,1984,No Explicit DI,No Crisis Data
Libya,1985,No Explicit DI,No Crisis Data
Libya,1986,No Explicit DI,No Crisis Data
Libya,1987,No Explicit DI,No Crisis Data
Libya,1988,No Explicit DI,No Crisis Data
Libya,1989,No Explicit DI,No Crisis Data
Libya,1990,No Explicit DI,No Crisis Data
Libya,1991,No Explicit DI,No Crisis Data
Libya,1992,No Explicit DI,No Crisis Data
Libya,1993,No Explicit DI,No Crisis Data
Libya,1994,No Explicit DI,No Crisis Data
Libya,1995,No Explicit DI,No Crisis Data
Libya,1996,No Explicit DI,No Crisis Data
Libya,1997,No Explicit DI,No Crisis Data
Libya,1998,No Explicit DI,No Crisis Data
Libya,1999,No Explicit DI,No Crisis Data
Libya,2000,No Explicit DI,No Crisis Data
Libya,2001,No Explicit DI,No Crisis Data
Libya,2002,No Explicit DI,No Crisis Data
Libya,2003,No Explicit DI,No Crisis Data
Libya,2004,No Explicit DI,No Crisis Data
Libya,2005,No Explicit DI,No Crisis Data
Libya,2006,No Explicit DI,No Crisis Data
Libya,2007,No Explicit DI,No Crisis Data
Lithuania,1991,No Explicit DI,No Crisis Data
Lithuania,1992,No Explicit DI,No Crisis Data
Lithuania,1993,No Explicit DI,No Crisis Data
Lithuania,1994,No Explicit DI,No Crisis Data
Lithuania,1995,No Explicit DI,No Crisis Data
Lithuania,1996,Special./Indp.,No Crisis Data
Lithuania,1997,Special./Indp.,No Crisis Data
Lithuania,1998,Special./Indp.,No Crisis Data
Lithuania,1999,Special./Indp.,No Crisis Data
Lithuania,2000,Special./Indp.,No Crisis Data
Lithuania,2001,Special./Indp.,No Crisis Data
Lithuania,2002,Special./Indp.,No Crisis Data
Lithuania,2003,Special./Indp.,No Crisis Data
Lithuania,2004,Special./Indp.,No Crisis Data
Lithuania,2005,Special./Indp.,No Crisis Data
Lithuania,2006,Special./Indp.,No Crisis Data
