iso2c,country,year,di_state,no_RandR
MK,Macedonia,2002,Special./Indp.,No Crisis Data
MK,Macedonia,2003,Special./Indp.,No Crisis Data
MK,Macedonia,2004,Special./Indp.,No Crisis Data
MK,Macedonia,2005,Special./Indp.,No Crisis Data
MK,Macedonia,2006,Special./Indp.,No Crisis Data
MK,Macedonia,2007,Special./Indp.,No Crisis Data
MG,Madagascar,1970,No Explicit DI,No Crisis Data
MG,Madagascar,1971,No Explicit DI,No Crisis Data
MG,Madagascar,1972,No Explicit DI,No Crisis Data
MG,Madagascar,1973,No Explicit DI,No Crisis Data
MG,Madagascar,1974,No Explicit DI,No Crisis Data
MG,Madagascar,1975,No Explicit DI,No Crisis Data
MG,Madagascar,1976,No Explicit DI,No Crisis Data
MG,Madagascar,1977,No Explicit DI,No Crisis Data
MG,Madagascar,1978,No Explicit DI,No Crisis Data
MG,Madagascar,1979,No Explicit DI,No Crisis Data
MG,Madagascar,1980,No Explicit DI,No Crisis Data
MG,Madagascar,1981,No Explicit DI,No Crisis Data
MG,Madagascar,1982,No Explicit DI,No Crisis Data
MG,Madagascar,1983,No Explicit DI,No Crisis Data
MG,Madagascar,1984,No Explicit DI,No Crisis Data
MG,Madagascar,1985,No Explicit DI,No Crisis Data
MG,Madagascar,1986,No Explicit DI,No Crisis Data
MG,Madagascar,1987,No Explicit DI,No Crisis Data
MG,Madagascar,1988,No Explicit DI,No Crisis Data
MG,Madagascar,1989,No Explicit DI,No Crisis Data
MG,Madagascar,1990,No Explicit DI,No Crisis Data
MG,Madagascar,1991,No Explicit DI,No Crisis Data
MG,Madagascar,1992,No Explicit DI,No Crisis Data
MG,Madagascar,1993,No Explicit DI,No Crisis Data
MG,Madagascar,1994,No Explicit DI,No Crisis Data
MG,Madagascar,1995,No Explicit DI,No Crisis Data
MG,Madagascar,1996,No Explicit DI,No Crisis Data
MG,Madagascar,1997,No Explicit DI,No Crisis Data
MG,Madagascar,1998,No Explicit DI,No Crisis Data
MG,Madagascar,1999,No Explicit DI,No Crisis Data
MG,Madagascar,2000,No Explicit DI,No Crisis Data
MG,Madagascar,2001,No Explicit DI,No Crisis Data
MG,Madagascar,2002,No Explicit DI,No Crisis Data
MG,Madagascar,2003,No Explicit DI,No Crisis Data
MG,Madagascar,2004,No Explicit DI,No Crisis Data
MG,Madagascar,2005,No Explicit DI,No Crisis Data
MG,Madagascar,2006,No Explicit DI,No Crisis Data
MG,Madagascar,2007,No Explicit DI,No Crisis Data
MW,Malawi,1970,No Explicit DI,No Crisis Data
MW,Malawi,1971,No Explicit DI,No Crisis Data
MW,Malawi,1972,No Explicit DI,No Crisis Data
MW,Malawi,1973,No Explicit DI,No Crisis Data
MW,Malawi,1974,No Explicit DI,No Crisis Data
MW,Malawi,1975,No Explicit DI,No Crisis Data
MW,Malawi,1976,No Explicit DI,No Crisis Data
MW,Malawi,1977,No Explicit DI,No Crisis Data
MW,Malawi,1978,No Explicit DI,No Crisis Data
MW,Malawi,1979,No Explicit DI,No Crisis Data
MW,Malawi,1980,No Explicit DI,No Crisis Data
MW,Malawi,1981,No Explicit DI,No Crisis Data
MW,Malawi,1982,No Explicit DI,No Crisis Data
MW,Malawi,1983,No Explicit DI,No Crisis Data
MW,Malawi,1984,No Explicit DI,No Crisis Data
MW,Malawi,1985,No Explicit DI,No Crisis Data
MW,Malawi,1986,No Explicit DI,No Crisis Data
MW,Malawi,1987,No Explicit DI,No Crisis Data
MW,Malawi,1988,No Explicit DI,No Crisis Data
MW,Malawi,1989,No Explicit DI,No Crisis Data
MW,Malawi,1990,No Explicit DI,No Crisis Data
MW,Malawi,1991,No Explicit DI,No Crisis Data
MW,Malawi,1992,No Explicit DI,No Crisis Data
MW,Malawi,1993,No Explicit DI,No Crisis Data
MW,Malawi,1994,No Explicit DI,No Crisis Data
MW,Malawi,1995,No Explicit DI,No Crisis Data
MW,Malawi,1996,No Explicit DI,No Crisis Data
MW,Malawi,1997,No Explicit DI,No Crisis Data
MW,Malawi,1998,No Explicit DI,No Crisis Data
MW,Malawi,1999,No Explicit DI,No Crisis Data
MW,Malawi,2000,No Explicit DI,No Crisis Data
MW,Malawi,2001,No Explicit DI,No Crisis Data
MW,Malawi,2002,No Explicit DI,No Crisis Data
MW,Malawi,2003,No Explicit DI,No Crisis Data
MW,Malawi,2004,No Explicit DI,No Crisis Data
MW,Malawi,2005,No Explicit DI,No Crisis Data
MW,Malawi,2006,No Explicit DI,No Crisis Data
MW,Malawi,2007,No Explicit DI,No Crisis Data
MY,Malaysia,1970,No Explicit DI,Data Available
MY,Malaysia,1971,No Explicit DI,Data Available
MY,Malaysia,1972,No Explicit DI,Data Available
MY,Malaysia,1973,No Explicit DI,Data Available
MY,Malaysia,1974,No Explicit DI,Data Available
MY,Malaysia,1975,No Explicit DI,Data Available
MY,Malaysia,1976,No Explicit DI,Data Available
MY,Malaysia,1977,No Explicit DI,Data Available
MY,Malaysia,1978,No Explicit DI,Data Available
MY,Malaysia,1979,No Explicit DI,Data Available
MY,Malaysia,1980,No Explicit DI,Data Available
MY,Malaysia,1981,No Explicit DI,Data Available
MY,Malaysia,1982,No Explicit DI,Data Available
MY,Malaysia,1983,No Explicit DI,Data Available
MY,Malaysia,1984,No Explicit DI,Data Available
MY,Malaysia,1985,No Explicit DI,Data Available
MY,Malaysia,1986,No Explicit DI,Data Available
MY,Malaysia,1987,No Explicit DI,Data Available
MY,Malaysia,1988,No Explicit DI,Data Available
MY,Malaysia,1989,No Explicit DI,Data Available
MY,Malaysia,1990,No Explicit DI,Data Available
MY,Malaysia,1991,No Explicit DI,Data Available
MY,Malaysia,1992,No Explicit DI,Data Available
MY,Malaysia,1993,No Explicit DI,Data Available
MY,Malaysia,1994,No Explicit DI,Data Available
MY,Malaysia,1995,No Explicit DI,Data Available
MY,Malaysia,1996,No Explicit DI,Data Available
MY,Malaysia,1997,No Explicit DI,Data Available
MY,Malaysia,1998,Ministry of Finance,Data Available
MY,Malaysia,1999,Ministry of Finance,Data Available
MY,Malaysia,2000,Ministry of Finance,Data Available
MY,Malaysia,2001,Ministry of Finance,Data Available
MY,Malaysia,2002,Ministry of Finance,Data Available
MY,Malaysia,2003,Ministry of Finance,Data Available
MY,Malaysia,2004,Ministry of Finance,Data Available
MY,Malaysia,2005,Ministry of Finance,Data Available
MY,Malaysia,2006,Special./Indp.,Data Available
MY,Malaysia,2007,Special./Indp.,Data Available
MV,Maldives,1970,No Explicit DI,No Crisis Data
MV,Maldives,1971,No Explicit DI,No Crisis Data
MV,Maldives,1972,No Explicit DI,No Crisis Data
MV,Maldives,1973,No Explicit DI,No Crisis Data
MV,Maldives,1974,No Explicit DI,No Crisis Data
MV,Maldives,1975,No Explicit DI,No Crisis Data
MV,Maldives,1976,No Explicit DI,No Crisis Data
MV,Maldives,1977,No Explicit DI,No Crisis Data
MV,Maldives,1978,No Explicit DI,No Crisis Data
MV,Maldives,1979,No Explicit DI,No Crisis Data
MV,Maldives,1980,No Explicit DI,No Crisis Data
MV,Maldives,1981,No Explicit DI,No Crisis Data
MV,Maldives,1982,No Explicit DI,No Crisis Data
MV,Maldives,1983,No Explicit DI,No Crisis Data
MV,Maldives,1984,No Explicit DI,No Crisis Data
MV,Maldives,1985,No Explicit DI,No Crisis Data
MV,Maldives,1986,No Explicit DI,No Crisis Data
MV,Maldives,1987,No Explicit DI,No Crisis Data
MV,Maldives,1988,No Explicit DI,No Crisis Data
MV,Maldives,1989,No Explicit DI,No Crisis Data
MV,Maldives,1990,No Explicit DI,No Crisis Data
MV,Maldives,1991,No Explicit DI,No Crisis Data
MV,Maldives,1992,No Explicit DI,No Crisis Data
MV,Maldives,1993,No Explicit DI,No Crisis Data
MV,Maldives,1994,No Explicit DI,No Crisis Data
MV,Maldives,1995,No Explicit DI,No Crisis Data
MV,Maldives,1996,No Explicit DI,No Crisis Data
MV,Maldives,1997,No Explicit DI,No Crisis Data
MV,Maldives,1998,No Explicit DI,No Crisis Data
MV,Maldives,1999,No Explicit DI,No Crisis Data
MV,Maldives,2000,No Explicit DI,No Crisis Data
MV,Maldives,2001,No Explicit DI,No Crisis Data
MV,Maldives,2002,No Explicit DI,No Crisis Data
MV,Maldives,2003,No Explicit DI,No Crisis Data
MV,Maldives,2004,No Explicit DI,No Crisis Data
MV,Maldives,2005,No Explicit DI,No Crisis Data
MV,Maldives,2006,No Explicit DI,No Crisis Data
MV,Maldives,2007,No Explicit DI,No Crisis Data
ML,Mali,1970,No Explicit DI,No Crisis Data
ML,Mali,1971,No Explicit DI,No Crisis Data
ML,Mali,1972,No Explicit DI,No Crisis Data
ML,Mali,1973,No Explicit DI,No Crisis Data
ML,Mali,1974,No Explicit DI,No Crisis Data
ML,Mali,1975,No Explicit DI,No Crisis Data
ML,Mali,1976,No Explicit DI,No Crisis Data
ML,Mali,1977,No Explicit DI,No Crisis Data
ML,Mali,1978,No Explicit DI,No Crisis Data
ML,Mali,1979,No Explicit DI,No Crisis Data
ML,Mali,1980,No Explicit DI,No Crisis Data
ML,Mali,1981,No Explicit DI,No Crisis Data
ML,Mali,1982,No Explicit DI,No Crisis Data
ML,Mali,1983,No Explicit DI,No Crisis Data
ML,Mali,1984,No Explicit DI,No Crisis Data
ML,Mali,1985,No Explicit DI,No Crisis Data
ML,Mali,1986,No Explicit DI,No Crisis Data
ML,Mali,1987,No Explicit DI,No Crisis Data
ML,Mali,1988,No Explicit DI,No Crisis Data
ML,Mali,1989,No Explicit DI,No Crisis Data
ML,Mali,1990,No Explicit DI,No Crisis Data
ML,Mali,1991,No Explicit DI,No Crisis Data
ML,Mali,1992,No Explicit DI,No Crisis Data
ML,Mali,1993,No Explicit DI,No Crisis Data
ML,Mali,1994,No Explicit DI,No Crisis Data
ML,Mali,1995,No Explicit DI,No Crisis Data
ML,Mali,1996,No Explicit DI,No Crisis Data
ML,Mali,1997,No Explicit DI,No Crisis Data
ML,Mali,1998,No Explicit DI,No Crisis Data
ML,Mali,1999,No Explicit DI,No Crisis Data
ML,Mali,2000,No Explicit DI,No Crisis Data
ML,Mali,2001,No Explicit DI,No Crisis Data
ML,Mali,2002,No Explicit DI,No Crisis Data
ML,Mali,2003,No Explicit DI,No Crisis Data
ML,Mali,2004,No Explicit DI,No Crisis Data
ML,Mali,2005,No Explicit DI,No Crisis Data
ML,Mali,2006,No Explicit DI,No Crisis Data
ML,Mali,2007,No Explicit DI,No Crisis Data
MT,Malta,1970,No Explicit DI,No Crisis Data
MT,Malta,1971,No Explicit DI,No Crisis Data
MT,Malta,1972,No Explicit DI,No Crisis Data
MT,Malta,1973,No Explicit DI,No Crisis Data
MT,Malta,1974,No Explicit DI,No Crisis Data
MT,Malta,1975,No Explicit DI,No Crisis Data
MT,Malta,1976,No Explicit DI,No Crisis Data
MT,Malta,1977,No Explicit DI,No Crisis Data
MT,Malta,1978,No Explicit DI,No Crisis Data
MT,Malta,1979,No Explicit DI,No Crisis Data
MT,Malta,1980,No Explicit DI,No Crisis Data
MT,Malta,1981,No Explicit DI,No Crisis Data
MT,Malta,1982,No Explicit DI,No Crisis Data
MT,Malta,1983,No Explicit DI,No Crisis Data
MT,Malta,1984,No Explicit DI,No Crisis Data
MT,Malta,1985,No Explicit DI,No Crisis Data
MT,Malta,1986,No Explicit DI,No Crisis Data
MT,Malta,1987,No Explicit DI,No Crisis Data
MT,Malta,1988,No Explicit DI,No Crisis Data
MT,Malta,1989,No Explicit DI,No Crisis Data
MT,Malta,1990,No Explicit DI,No Crisis Data
MT,Malta,1991,No Explicit DI,No Crisis Data
MT,Malta,1992,No Explicit DI,No Crisis Data
MT,Malta,1993,No Explicit DI,No Crisis Data
MT,Malta,1994,No Explicit DI,No Crisis Data
MT,Malta,1995,No Explicit DI,No Crisis Data
MT,Malta,1996,No Explicit DI,No Crisis Data
MT,Malta,1997,No Explicit DI,No Crisis Data
MT,Malta,1998,No Explicit DI,No Crisis Data
MT,Malta,1999,No Explicit DI,No Crisis Data
MT,Malta,2000,No Explicit DI,No Crisis Data
MT,Malta,2001,No Explicit DI,No Crisis Data
MT,Malta,2002,No Explicit DI,No Crisis Data
MT,Malta,2003,Special./Indp.,No Crisis Data
MT,Malta,2004,Special./Indp.,No Crisis Data
MT,Malta,2005,Special./Indp.,No Crisis Data
MT,Malta,2006,Special./Indp.,No Crisis Data
MT,Malta,2007,Special./Indp.,No Crisis Data
MH,Marshall Islands,1991,Special./Indp.,No Crisis Data
MH,Marshall Islands,1992,Special./Indp.,No Crisis Data
MH,Marshall Islands,1993,Special./Indp.,No Crisis Data
MH,Marshall Islands,1994,Special./Indp.,No Crisis Data
MH,Marshall Islands,1995,Special./Indp.,No Crisis Data
MH,Marshall Islands,1996,Special./Indp.,No Crisis Data
MH,Marshall Islands,1997,Special./Indp.,No Crisis Data
MH,Marshall Islands,1998,Special./Indp.,No Crisis Data
MH,Marshall Islands,1999,Special./Indp.,No Crisis Data
MH,Marshall Islands,2000,Special./Indp.,No Crisis Data
MH,Marshall Islands,2001,Special./Indp.,No Crisis Data
MH,Marshall Islands,2002,Special./Indp.,No Crisis Data
MH,Marshall Islands,2003,Special./Indp.,No Crisis Data
MH,Marshall Islands,2004,Special./Indp.,No Crisis Data
MH,Marshall Islands,2005,Special./Indp.,No Crisis Data
MH,Marshall Islands,2006,Special./Indp.,No Crisis Data
MH,Marshall Islands,2007,Special./Indp.,No Crisis Data
MR,Mauritania,1970,No Explicit DI,No Crisis Data
MR,Mauritania,1971,No Explicit DI,No Crisis Data
MR,Mauritania,1972,No Explicit DI,No Crisis Data
MR,Mauritania,1973,No Explicit DI,No Crisis Data
MR,Mauritania,1974,No Explicit DI,No Crisis Data
MR,Mauritania,1975,No Explicit DI,No Crisis Data
MR,Mauritania,1976,No Explicit DI,No Crisis Data
MR,Mauritania,1977,No Explicit DI,No Crisis Data
MR,Mauritania,1978,No Explicit DI,No Crisis Data
MR,Mauritania,1979,No Explicit DI,No Crisis Data
MR,Mauritania,1980,No Explicit DI,No Crisis Data
MR,Mauritania,1981,No Explicit DI,No Crisis Data
MR,Mauritania,1982,No Explicit DI,No Crisis Data
MR,Mauritania,1983,No Explicit DI,No Crisis Data
MR,Mauritania,1984,No Explicit DI,No Crisis Data
MR,Mauritania,1985,No Explicit DI,No Crisis Data
MR,Mauritania,1986,No Explicit DI,No Crisis Data
MR,Mauritania,1987,No Explicit DI,No Crisis Data
MR,Mauritania,1988,No Explicit DI,No Crisis Data
MR,Mauritania,1989,No Explicit DI,No Crisis Data
MR,Mauritania,1990,No Explicit DI,No Crisis Data
MR,Mauritania,1991,No Explicit DI,No Crisis Data
MR,Mauritania,1992,No Explicit DI,No Crisis Data
MR,Mauritania,1993,No Explicit DI,No Crisis Data
MR,Mauritania,1994,No Explicit DI,No Crisis Data
MR,Mauritania,1995,No Explicit DI,No Crisis Data
MR,Mauritania,1996,No Explicit DI,No Crisis Data
MR,Mauritania,1997,No Explicit DI,No Crisis Data
MR,Mauritania,1998,No Explicit DI,No Crisis Data
MR,Mauritania,1999,No Explicit DI,No Crisis Data
MR,Mauritania,2000,No Explicit DI,No Crisis Data
MR,Mauritania,2001,No Explicit DI,No Crisis Data
MR,Mauritania,2002,No Explicit DI,No Crisis Data
MR,Mauritania,2003,No Explicit DI,No Crisis Data
MR,Mauritania,2004,No Explicit DI,No Crisis Data
MR,Mauritania,2005,No Explicit DI,No Crisis Data
MR,Mauritania,2006,No Explicit DI,No Crisis Data
MR,Mauritania,2007,No Explicit DI,No Crisis Data
MU,Mauritius,1970,No Explicit DI,Data Available
MU,Mauritius,1971,No Explicit DI,Data Available
MU,Mauritius,1972,No Explicit DI,Data Available
MU,Mauritius,1973,No Explicit DI,Data Available
MU,Mauritius,1974,No Explicit DI,Data Available
MU,Mauritius,1975,No Explicit DI,Data Available
MU,Mauritius,1976,No Explicit DI,Data Available
MU,Mauritius,1977,No Explicit DI,Data Available
MU,Mauritius,1978,No Explicit DI,Data Available
MU,Mauritius,1979,No Explicit DI,Data Available
MU,Mauritius,1980,No Explicit DI,Data Available
MU,Mauritius,1981,No Explicit DI,Data Available
MU,Mauritius,1982,No Explicit DI,Data Available
MU,Mauritius,1983,No Explicit DI,Data Available
MU,Mauritius,1984,No Explicit DI,Data Available
MU,Mauritius,1985,No Explicit DI,Data Available
MU,Mauritius,1986,No Explicit DI,Data Available
MU,Mauritius,1987,No Explicit DI,Data Available
MU,Mauritius,1988,No Explicit DI,Data Available
MU,Mauritius,1989,No Explicit DI,Data Available
MU,Mauritius,1990,No Explicit DI,Data Available
MU,Mauritius,1991,No Explicit DI,Data Available
MU,Mauritius,1992,No Explicit DI,Data Available
MU,Mauritius,1993,No Explicit DI,Data Available
MU,Mauritius,1994,No Explicit DI,Data Available
MU,Mauritius,1995,No Explicit DI,Data Available
MU,Mauritius,1996,No Explicit DI,Data Available
MU,Mauritius,1997,No Explicit DI,Data Available
MU,Mauritius,1998,No Explicit DI,Data Available
MU,Mauritius,1999,No Explicit DI,Data Available
MU,Mauritius,2000,No Explicit DI,Data Available
MU,Mauritius,2001,No Explicit DI,Data Available
MU,Mauritius,2002,No Explicit DI,Data Available
MU,Mauritius,2003,No Explicit DI,Data Available
MU,Mauritius,2004,No Explicit DI,Data Available
MU,Mauritius,2005,No Explicit DI,Data Available
MU,Mauritius,2006,No Explicit DI,Data Available
MU,Mauritius,2007,No Explicit DI,Data Available
MX,Mexico,1970,No Explicit DI,Data Available
MX,Mexico,1971,No Explicit DI,Data Available
MX,Mexico,1972,No Explicit DI,Data Available
MX,Mexico,1973,No Explicit DI,Data Available
MX,Mexico,1974,No Explicit DI,Data Available
MX,Mexico,1975,No Explicit DI,Data Available
MX,Mexico,1976,No Explicit DI,Data Available
MX,Mexico,1977,No Explicit DI,Data Available
MX,Mexico,1978,No Explicit DI,Data Available
MX,Mexico,1979,No Explicit DI,Data Available
MX,Mexico,1980,No Explicit DI,Data Available
MX,Mexico,1981,No Explicit DI,Data Available
MX,Mexico,1982,No Explicit DI,Data Available
MX,Mexico,1983,No Explicit DI,Data Available
MX,Mexico,1984,No Explicit DI,Data Available
MX,Mexico,1985,No Explicit DI,Data Available
MX,Mexico,1986,Ministry of Finance,Data Available
MX,Mexico,1987,Ministry of Finance,Data Available
MX,Mexico,1988,Ministry of Finance,Data Available
MX,Mexico,1989,Ministry of Finance,Data Available
MX,Mexico,1990,Central Bank,Data Available
MX,Mexico,1991,Central Bank,Data Available
MX,Mexico,1992,Central Bank,Data Available
MX,Mexico,1993,Central Bank,Data Available
MX,Mexico,1994,Central Bank,Data Available
MX,Mexico,1995,Central Bank,Data Available
MX,Mexico,1996,Central Bank,Data Available
MX,Mexico,1997,Central Bank,Data Available
MX,Mexico,1998,Central Bank,Data Available
MX,Mexico,1999,Central Bank,Data Available
MX,Mexico,2000,Central Bank,Data Available
MX,Mexico,2001,Central Bank,Data Available
MX,Mexico,2002,Central Bank,Data Available
MX,Mexico,2003,Central Bank,Data Available
MX,Mexico,2004,Central Bank,Data Available
MX,Mexico,2005,Central Bank,Data Available
MX,Mexico,2006,Central Bank,Data Available
MX,Mexico,2007,Central Bank,Data Available
FM,Micronesia,1991,Special./Indp.,No Crisis Data
FM,Micronesia,1992,Special./Indp.,No Crisis Data
FM,Micronesia,1993,Special./Indp.,No Crisis Data
FM,Micronesia,1994,Special./Indp.,No Crisis Data
FM,Micronesia,1995,Special./Indp.,No Crisis Data
FM,Micronesia,1996,Special./Indp.,No Crisis Data
FM,Micronesia,1997,Special./Indp.,No Crisis Data
FM,Micronesia,1998,Special./Indp.,No Crisis Data
FM,Micronesia,1999,Special./Indp.,No Crisis Data
FM,Micronesia,2000,Special./Indp.,No Crisis Data
FM,Micronesia,2001,Special./Indp.,No Crisis Data
FM,Micronesia,2002,Special./Indp.,No Crisis Data
FM,Micronesia,2003,Special./Indp.,No Crisis Data
FM,Micronesia,2004,Special./Indp.,No Crisis Data
FM,Micronesia,2005,Special./Indp.,No Crisis Data
FM,Micronesia,2006,Special./Indp.,No Crisis Data
FM,Micronesia,2007,Special./Indp.,No Crisis Data
MD,Moldova,1991,No Explicit DI,No Crisis Data
MD,Moldova,1992,No Explicit DI,No Crisis Data
MD,Moldova,1993,No Explicit DI,No Crisis Data
MD,Moldova,1994,No Explicit DI,No Crisis Data
MD,Moldova,1995,No Explicit DI,No Crisis Data
MD,Moldova,1996,No Explicit DI,No Crisis Data
MD,Moldova,1997,No Explicit DI,No Crisis Data
MD,Moldova,1998,No Explicit DI,No Crisis Data
MD,Moldova,1999,No Explicit DI,No Crisis Data
MD,Moldova,2000,No Explicit DI,No Crisis Data
MD,Moldova,2001,No Explicit DI,No Crisis Data
MD,Moldova,2002,No Explicit DI,No Crisis Data
MD,Moldova,2003,No Explicit DI,No Crisis Data
MD,Moldova,2004,Special./Indp.,No Crisis Data
MD,Moldova,2005,Special./Indp.,No Crisis Data
MD,Moldova,2006,Special./Indp.,No Crisis Data
MD,Moldova,2007,Special./Indp.,No Crisis Data
MN,Mongolia,1970,No Explicit DI,No Crisis Data
MN,Mongolia,1971,No Explicit DI,No Crisis Data
MN,Mongolia,1972,No Explicit DI,No Crisis Data
MN,Mongolia,1973,No Explicit DI,No Crisis Data
MN,Mongolia,1974,No Explicit DI,No Crisis Data
MN,Mongolia,1975,No Explicit DI,No Crisis Data
MN,Mongolia,1976,No Explicit DI,No Crisis Data
MN,Mongolia,1977,No Explicit DI,No Crisis Data
MN,Mongolia,1978,No Explicit DI,No Crisis Data
MN,Mongolia,1979,No Explicit DI,No Crisis Data
MN,Mongolia,1980,No Explicit DI,No Crisis Data
MN,Mongolia,1981,No Explicit DI,No Crisis Data
MN,Mongolia,1982,No Explicit DI,No Crisis Data
MN,Mongolia,1983,No Explicit DI,No Crisis Data
MN,Mongolia,1984,No Explicit DI,No Crisis Data
MN,Mongolia,1985,No Explicit DI,No Crisis Data
MN,Mongolia,1986,No Explicit DI,No Crisis Data
MN,Mongolia,1987,No Explicit DI,No Crisis Data
MN,Mongolia,1988,No Explicit DI,No Crisis Data
MN,Mongolia,1989,No Explicit DI,No Crisis Data
MN,Mongolia,1990,No Explicit DI,No Crisis Data
MN,Mongolia,1991,No Explicit DI,No Crisis Data
MN,Mongolia,1992,No Explicit DI,No Crisis Data
MN,Mongolia,1993,No Explicit DI,No Crisis Data
MN,Mongolia,1994,No Explicit DI,No Crisis Data
MN,Mongolia,1995,No Explicit DI,No Crisis Data
MN,Mongolia,1996,No Explicit DI,No Crisis Data
MN,Mongolia,1997,No Explicit DI,No Crisis Data
MN,Mongolia,1998,No Explicit DI,No Crisis Data
MN,Mongolia,1999,No Explicit DI,No Crisis Data
MN,Mongolia,2000,No Explicit DI,No Crisis Data
MN,Mongolia,2001,No Explicit DI,No Crisis Data
MN,Mongolia,2002,No Explicit DI,No Crisis Data
MN,Mongolia,2003,No Explicit DI,No Crisis Data
MN,Mongolia,2004,No Explicit DI,No Crisis Data
MN,Mongolia,2005,No Explicit DI,No Crisis Data
MN,Mongolia,2006,No Explicit DI,No Crisis Data
MN,Mongolia,2007,No Explicit DI,No Crisis Data
MA,Morocco,1970,No Explicit DI,Data Available
MA,Morocco,1971,No Explicit DI,Data Available
MA,Morocco,1972,No Explicit DI,Data Available
MA,Morocco,1973,No Explicit DI,Data Available
MA,Morocco,1974,No Explicit DI,Data Available
MA,Morocco,1975,No Explicit DI,Data Available
MA,Morocco,1976,No Explicit DI,Data Available
MA,Morocco,1977,No Explicit DI,Data Available
MA,Morocco,1978,No Explicit DI,Data Available
MA,Morocco,1979,No Explicit DI,Data Available
MA,Morocco,1980,No Explicit DI,Data Available
MA,Morocco,1981,No Explicit DI,Data Available
MA,Morocco,1982,No Explicit DI,Data Available
MA,Morocco,1983,No Explicit DI,Data Available
MA,Morocco,1984,No Explicit DI,Data Available
MA,Morocco,1985,No Explicit DI,Data Available
MA,Morocco,1986,No Explicit DI,Data Available
MA,Morocco,1987,No Explicit DI,Data Available
MA,Morocco,1988,No Explicit DI,Data Available
MA,Morocco,1989,No Explicit DI,Data Available
MA,Morocco,1990,No Explicit DI,Data Available
MA,Morocco,1991,No Explicit DI,Data Available
MA,Morocco,1992,No Explicit DI,Data Available
MA,Morocco,1993,Central Bank,Data Available
MA,Morocco,1994,Central Bank,Data Available
MA,Morocco,1995,Central Bank,Data Available
MA,Morocco,1996,Central Bank,Data Available
MA,Morocco,1997,Central Bank,Data Available
MA,Morocco,1998,Central Bank,Data Available
MA,Morocco,1999,Central Bank,Data Available
MA,Morocco,2000,Central Bank,Data Available
MA,Morocco,2001,Central Bank,Data Available
MA,Morocco,2002,Central Bank,Data Available
MA,Morocco,2003,Central Bank,Data Available
MA,Morocco,2004,Central Bank,Data Available
MA,Morocco,2005,Central Bank,Data Available
MA,Morocco,2006,Central Bank,Data Available
MA,Morocco,2007,Central Bank,Data Available
MZ,Mozambique,1975,No Explicit DI,No Crisis Data
MZ,Mozambique,1976,No Explicit DI,No Crisis Data
MZ,Mozambique,1977,No Explicit DI,No Crisis Data
MZ,Mozambique,1978,No Explicit DI,No Crisis Data
MZ,Mozambique,1979,No Explicit DI,No Crisis Data
MZ,Mozambique,1980,No Explicit DI,No Crisis Data
MZ,Mozambique,1981,No Explicit DI,No Crisis Data
MZ,Mozambique,1982,No Explicit DI,No Crisis Data
MZ,Mozambique,1983,No Explicit DI,No Crisis Data
MZ,Mozambique,1984,No Explicit DI,No Crisis Data
MZ,Mozambique,1985,No Explicit DI,No Crisis Data
MZ,Mozambique,1986,No Explicit DI,No Crisis Data
MZ,Mozambique,1987,No Explicit DI,No Crisis Data
MZ,Mozambique,1988,No Explicit DI,No Crisis Data
MZ,Mozambique,1989,No Explicit DI,No Crisis Data
MZ,Mozambique,1990,No Explicit DI,No Crisis Data
MZ,Mozambique,1991,No Explicit DI,No Crisis Data
MZ,Mozambique,1992,No Explicit DI,No Crisis Data
MZ,Mozambique,1993,No Explicit DI,No Crisis Data
MZ,Mozambique,1994,No Explicit DI,No Crisis Data
MZ,Mozambique,1995,No Explicit DI,No Crisis Data
MZ,Mozambique,1996,No Explicit DI,No Crisis Data
MZ,Mozambique,1997,No Explicit DI,No Crisis Data
MZ,Mozambique,1998,No Explicit DI,No Crisis Data
MZ,Mozambique,1999,No Explicit DI,No Crisis Data
MZ,Mozambique,2000,No Explicit DI,No Crisis Data
MZ,Mozambique,2001,No Explicit DI,No Crisis Data
MZ,Mozambique,2002,No Explicit DI,No Crisis Data
MZ,Mozambique,2003,No Explicit DI,No Crisis Data
MZ,Mozambique,2004,No Explicit DI,No Crisis Data
MZ,Mozambique,2005,No Explicit DI,No Crisis Data
MZ,Mozambique,2006,No Explicit DI,No Crisis Data
MZ,Mozambique,2007,No Explicit DI,No Crisis Data
MM,Myanmar,1970,No Explicit DI,Data Available
MM,Myanmar,1971,No Explicit DI,Data Available
MM,Myanmar,1972,No Explicit DI,Data Available
MM,Myanmar,1973,No Explicit DI,Data Available
MM,Myanmar,1974,No Explicit DI,Data Available
MM,Myanmar,1975,No Explicit DI,Data Available
MM,Myanmar,1976,No Explicit DI,Data Available
MM,Myanmar,1977,No Explicit DI,Data Available
MM,Myanmar,1978,No Explicit DI,Data Available
MM,Myanmar,1979,No Explicit DI,Data Available
MM,Myanmar,1980,No Explicit DI,Data Available
MM,Myanmar,1981,No Explicit DI,Data Available
MM,Myanmar,1982,No Explicit DI,Data Available
MM,Myanmar,1983,No Explicit DI,Data Available
MM,Myanmar,1984,No Explicit DI,Data Available
MM,Myanmar,1985,No Explicit DI,Data Available
MM,Myanmar,1986,No Explicit DI,Data Available
MM,Myanmar,1987,No Explicit DI,Data Available
MM,Myanmar,1988,No Explicit DI,Data Available
MM,Myanmar,1989,No Explicit DI,Data Available
